time_min,Pb2+_conc_mg_L,Pb2+_adsorbed_mg_g,Pb2+_saturation_pct,E_coli_cfu_ml,E_coli_log_reduction
0.0,50.0,0.0,0.0,100000.0,0.0
1.0,0.0,169.4,77.0,90272.51779484576,0.044444444444444446
2.0,0.0,178.36126000000002,81.0733,81491.27469020743,0.08888888888888889
3.0,0.0,184.4295063407566,83.831593791253,73564.22544596414,0.13333333333333333
4.0,0.0,188.85791640782458,85.84450745810209,66408.27850634842,0.17777777777777778
5.0,0.0,192.25231920444173,87.38741782020078,59948.4250318941,0.2222222222222222
6.0,0.0,194.9470874678044,88.61231248536563,54116.95265464637,0.26666666666666666
7.0,0.0,197.14385696001486,89.61084407273403,48852.73571519389,0.3111111111111111
8.0,0.0,198.97226842133978,90.44194019151807,44100.59454176737,0.35555555555555557
9.0,0.0,200.51984765504443,91.14538529774747,39810.71705534973,0.4
10.0,0.0,201.8480148288838,91.74909764949264,35938.13663804627,0.4444444444444444
11.0,0.0,203.00124580866728,92.27329354939423,32442.260791716304,0.4888888888888889
12.0,0.0,204.012597562868,92.73299889221272,29286.445646252367,0.5333333333333333
13.0,0.0,204.90718719127184,93.13963054148721,26437.611857491,0.5777777777777777
14.0,0.0,205.70446268594944,93.50202849361338,23865.89786858581,0.6222222222222222
15.0,0.0,206.41973104079037,93.82715047308653,21544.34690031884,0.6666666666666666
16.0,0.0,207.06521400830601,94.12055182195728,19448.624389373617,0.7111111111111111
17.0,0.0,207.65079441858424,94.38672473572011,17556.76291275001,0.7555555555555555
18.0,0.0,208.18455449330648,94.62934295150295,15848.931924611132,0.8
19.0,0.0,208.67317112713224,94.85144142142374,14307.229891937575,0.8444444444444444
20.0,0.0,209.12221081023554,95.05555036828889,12915.496650148842,0.8888888888888888
21.0,0.0,209.5363528520349,95.24379675092494,11659.144011798317,0.9333333333333333
22.0,0.0,209.9195605427648,95.4179820648931,10525.00285277733,0.9777777777777777
23.0,0.0,210.27521395154324,95.57964270524693,9501.18507318144,1.0222222222222221
24.0,0.0,210.60621407445214,95.73009730656915,8576.958985908941,1.0666666666666667
25.0,0.0,210.9150653235047,95.87048423795669,7742.636826811269,1.1111111111111112
26.0,0.0,211.20394145677136,96.00179157125972,6989.473207273487,1.1555555555555554
27.0,0.0,211.47473871740704,96.12488123518501,6309.573444801933,1.2
28.0,0.0,211.7291189971847,96.24050863508397,5695.810810737687,1.2444444444444445
29.0,0.0,211.96854515115427,96.34933870507012,5141.7518276839255,1.288888888888889
30.0,0.0,212.19431008561594,96.45195912982543,4641.58883361278,1.3333333333333333
31.0,0.0,212.40756086825425,96.54889130375193,4190.079105786669,1.3777777777777778
32.0,0.0,212.60931883014666,96.64059946824848,3782.489906389384,1.4222222222222223
33.0,0.0,212.80049641868715,96.72749837213051,3414.5488738336026,1.4666666666666666
34.0,0.0,212.98191140004784,96.80995972729447,3082.3992397451434,1.511111111111111
35.0,0.0,213.15429888663655,96.88831767574388,2782.5594022071245,1.5555555555555556
36.0,0.0,213.3183215697038,96.96287344077446,2511.8864315095793,1.6
37.0,0.0,213.47457846296442,97.03389930134746,2267.543125870802,1.6444444444444444
38.0,0.0,213.62361240479044,97.10164200217747,2046.968271807521,1.6888888888888889
39.0,0.0,213.76591652046562,97.16632569112073,1847.8497974222907,1.7333333333333334
40.0,0.0,213.90193980936994,97.22815445880451,1668.100537200059,1.7777777777777777
41.0,0.0,214.03209199267985,97.2873145421272,1505.8363542798409,1.8222222222222222
42.0,0.0,214.1567477336233,97.34397624255604,1359.3563908785254,1.8666666666666667
