time_min,Pb2+_conc_mg_L,Pb2+_adsorbed_mg_g,Pb2+_saturation_pct,E_coli_cfu_ml,E_coli_log_reduction
26.0,0.0,168.55015877284094,93.63897709602274,681.2920690579615,2.1666666666666665
27.0,0.0,168.91723559239696,93.84290866244275,562.341325190349,2.25
28.0,0.0,169.26115305975736,94.03397392208743,464.15888336127773,2.3333333333333335
29.0,0.0,169.58405699385403,94.21336499658557,383.1186849557289,2.4166666666666665
30.0,0.0,169.88783422623442,94.38213012568579,316.2277660168379,2.5
31.0,0.0,170.17415073681553,94.54119485378641,261.0157215682536,2.5833333333333335
32.0,0.0,170.44448321529543,94.69137956405302,215.44346900318845,2.6666666666666665
33.0,0.0,170.7001453381592,94.8334140767551,177.8279410038923,2.75
34.0,0.0,170.942309769007,94.96794987167057,146.7799267622069,2.8333333333333335
35.0,0.0,171.17202667550475,95.09557037528042,121.15276586285889,2.9166666666666665
36.0,0.0,171.39023939195516,95.21679966219732,100.0,3.0
37.0,0.0,171.5977977295931,95.33210984977394,82.54041852680182,3.0833333333333335
38.0,0.0,171.79546933797303,95.44192740998501,68.12920690579615,3.1666666666666665
39.0,0.0,171.98394944344864,95.54663857969369,56.23413251903491,3.25
40.0,0.0,172.16386922971915,95.64659401651065,46.41588833612777,3.3333333333333335
41.0,0.0,172.3358030769762,95.74211282054233,38.31186849557289,3.4166666666666665
42.0,0.0,172.50027483750588,95.8334860208366,31.622776601683793,3.5
43.0,0.0,172.65776329454215,95.92097960807897,26.10157215682536,3.5833333333333335
44.0,0.0,172.80870692609128,96.00483718116182,21.544346900318846,3.6666666666666665
45.0,0.0,172.95350807510084,96.08528226394492,17.78279410038923,3.75
46.0,0.0,173.0925366107543,96.16252033930795,14.67799267622069,3.8333333333333335
47.0,0.0,173.22613315208088,96.23674064004493,12.115276586285887,3.9166666666666665
48.0,0.0,173.35461191388623,96.3081177299368,10.0,4.0
49.0,0.0,173.47826322576842,96.37681290320468,8.25404185268019,4.083333333333333
50.0,0.0,173.59735576731504,96.44297542628613,6.812920690579609,4.166666666666667
51.0,0.0,173.71213855619197,96.50674364232887,5.623413251903491,4.25
52.0,0.0,173.82284272049426,96.56824595583015,4.641588833612782,4.333333333333333
53.0,0.0,173.92968308225036,96.62760171236131,3.8311868495572847,4.416666666666667
54.0,0.0,174.03285957519972,96.68492198622207,3.1622776601683795,4.5
55.0,0.0,174.13255851677772,96.74031028709874,2.6101572156825386,4.583333333333333
56.0,0.0,174.22895375154303,96.79386319530168,2.1544346900318825,4.666666666666667
57.0,0.0,174.32220768098816,96.84567093388232,1.7782794100389228,4.75
58.0,0.0,174.41247219271807,96.89581788484337,1.4677992676220706,4.833333333333333
59.0,0.0,174.49988950031008,96.94438305572783,1.2115276586285877,4.916666666666667
60.0,0.0,174.58459290373472,96.99144050207484,1.0,5.0
61.0,0.0,174.6667074789859,97.03705971054772,1.0,5.0
62.0,0.0,174.74635070450708,97.08130594694838,1.0,5.0
63.0,0.0,174.82363303108318,97.12424057282398,1.0,5.0
64.0,0.0,174.89865840107447,97.16592133393026,1.0,5.0
65.0,0.0,174.97152472217948,97.20640262343304,1.0,5.0
66.0,0.0,175.0423243003145,97.24573572239694,1.0,5.0
67.0,0.0,175.11114423567562,97.28396901981979,1.0,5.0
68.0,0.0,175.17806678559185,97.3211482142177,1.0,5.0
69.0,0.0,175.24316969737964,97.35731649854425,1.0,5.0
70.0,0.0,175.30652651405785,97.39251473003215,1.0,5.0
71.0,0.0,175.36820685547494,97.42678158637497,1.0,5.0
72.0,0.0,175.42827667712922,97.46015370951623,1.0,5.0
