time_min,Pb2+_conc_mg_L,Pb2+_adsorbed_mg_g,Pb2+_saturation_pct,E_coli_cfu_ml,E_coli_log_reduction
0.0,50.0,0.0,0.0,10000.0,0.0
1.0,0.0,169.4,77.0,9027.251779484575,0.044444444444444446
2.0,0.0,178.36126000000002,81.0733,8149.127469020743,0.08888888888888889
3.0,0.0,184.4295063407566,83.831593791253,7356.422544596414,0.13333333333333333
4.0,0.0,188.85791640782458,85.84450745810209,6640.827850634842,0.17777777777777778
5.0,0.0,192.25231920444173,87.38741782020078,5994.84250318941,0.2222222222222222
6.0,0.0,194.9470874678044,88.61231248536563,5411.695265464637,0.26666666666666666
7.0,0.0,197.14385696001486,89.61084407273403,4885.273571519389,0.3111111111111111
8.0,0.0,198.97226842133978,90.44194019151807,4410.059454176737,0.35555555555555557
9.0,0.0,200.51984765504443,91.14538529774747,3981.0717055349724,0.4
10.0,0.0,201.8480148288838,91.74909764949264,3593.8136638046276,0.4444444444444444
11.0,0.0,203.00124580866728,92.27329354939423,3244.2260791716308,0.4888888888888889
12.0,0.0,204.012597562868,92.73299889221272,2928.644564625237,0.5333333333333333
13.0,0.0,204.90718719127184,93.13963054148721,2643.7611857491,0.5777777777777777
14.0,0.0,205.70446268594944,93.50202849361338,2386.5897868585807,0.6222222222222222
15.0,0.0,206.41973104079037,93.82715047308653,2154.4346900318837,0.6666666666666666
16.0,0.0,207.06521400830601,94.12055182195728,1944.862438937362,0.7111111111111111
17.0,0.0,207.65079441858424,94.38672473572011,1755.6762912750014,0.7555555555555555
18.0,0.0,208.18455449330648,94.62934295150295,1584.8931924611134,0.8
19.0,0.0,208.67317112713224,94.85144142142374,1430.7229891937575,0.8444444444444444
20.0,0.0,209.12221081023554,95.05555036828889,1291.549665014884,0.8888888888888888
21.0,0.0,209.5363528520349,95.24379675092494,1165.9144011798317,0.9333333333333333
22.0,0.0,209.9195605427648,95.4179820648931,1052.5002852777332,0.9777777777777777
23.0,0.0,210.27521395154324,95.57964270524693,950.1185073181439,1.0222222222222221
24.0,0.0,210.60621407445214,95.73009730656915,857.6958985908942,1.0666666666666667
25.0,0.0,210.9150653235047,95.87048423795669,774.263682681127,1.1111111111111112
26.0,0.0,211.20394145677136,96.00179157125972,698.9473207273486,1.1555555555555554
27.0,0.0,211.47473871740704,96.12488123518501,630.9573444801933,1.2
28.0,0.0,211.7291189971847,96.24050863508397,569.5810810737687,1.2444444444444445
29.0,0.0,211.96854515115427,96.34933870507012,514.1751827683926,1.288888888888889
30.0,0.0,212.19431008561594,96.45195912982543,464.158883361278,1.3333333333333333
31.0,0.0,212.40756086825425,96.54889130375193,419.00791057866695,1.3777777777777778
32.0,0.0,212.60931883014666,96.64059946824848,378.2489906389384,1.4222222222222223
33.0,0.0,212.80049641868715,96.72749837213051,341.45488738336024,1.4666666666666666
34.0,0.0,212.98191140004784,96.80995972729447,308.23992397451434,1.511111111111111
35.0,0.0,213.15429888663655,96.88831767574388,278.25594022071243,1.5555555555555556
36.0,0.0,213.3183215697038,96.96287344077446,251.18864315095794,1.6
37.0,0.0,213.47457846296442,97.03389930134746,226.7543125870802,1.6444444444444444
38.0,0.0,213.62361240479044,97.10164200217747,204.69682718075208,1.6888888888888889
39.0,0.0,213.76591652046562,97.16632569112073,184.78497974222907,1.7333333333333334
40.0,0.0,213.90193980936994,97.22815445880451,166.8100537200059,1.7777777777777777
41.0,0.0,214.03209199267985,97.2873145421272,150.5836354279841,1.8222222222222222
42.0,0.0,214.1567477336233,97.34397624255604,135.93563908785254,1.8666666666666667
43.0,0.0,214.2762503232931,97.39829560149687,122.71252398511898,1.9111111111111112
44.0,0.0,214.39091490955872,97.45041586798123,110.77568505097092,1.9555555555555555
45.0,0.0,214.50103133399006,97.5004687881773,100.0,2.0
46.0,0.0,214.60686663135422,97.54857574152464,90.27251779484578,2.0444444444444443
47.0,0.0,214.7086672377162,97.59484874441647,81.4912746902074,2.088888888888889
48.0,0.0,214.80666094612047,97.63939133914566,73.56422544596413,2.1333333333333333
49.0,0.0,214.9010586429704,97.68229938316837,66.40827850634844,2.1777777777777776
50.0,0.0,214.9920558533389,97.72366175151768,59.94842503189408,2.2222222222222223
51.0,0.0,215.07983411935518,97.76356096334327,54.116952654646376,2.2666666666666666
52.0,0.0,215.1645622323809,97.80207374199131,48.852735715193916,2.311111111111111
53.0,0.0,215.2463973367967,97.83927151672577,44.100594541767364,2.3555555555555556
54.0,0.0,215.32548592077535,97.8752208730797,39.810717055349734,2.4
55.0,0.0,215.4019647073444,97.90998395788381,35.93813663804625,2.4444444444444446
56.0,0.0,215.47596145727817,97.94361884421735,32.4422607917163,2.488888888888889
57.0,0.0,215.54759569385428,97.97617986084285,29.286445646252375,2.533333333333333
58.0,0.0,215.61697935822312,98.00771789010142,26.437611857490985,2.577777777777778
59.0,0.0,215.68421740303498,98.03828063774317,23.865897868585808,2.6222222222222222
60.0,0.0,215.7494083310199,98.06791287773632,21.544346900318846,2.6666666666666665
