material,membrane_name,pressure_bar,thickness_nm,pore_size_nm,flux_lmh,modulus_GPa,tensile_strength_MPa,contact_angle_deg,rejection_percent,flux_per_pressure,rejection_efficiency,performance_score,unified_flux_lmh,material_rank
GO,GO,1.0,55.36582307187538,0.8085120087171929,26.11750903117452,207.0,,27.17135123214872,,26.11750903117452,,,26.11750903117452,
GO,GO,0.1,50.0,0.7483924543132068,2.477931863581149,207.0,,20.87541083743483,,24.77931863581149,,,2.477931863581149,
GO,GO,0.2,50.0,0.7483924543132068,4.955863727162297,207.0,,20.87541083743483,,24.779318635811485,,,4.955863727162297,
GO,GO,0.3,50.0,0.7483924543132068,7.433795590743446,207.0,,20.87541083743483,,24.77931863581149,,,7.433795590743446,
GO,GO,0.4,50.0,0.7483924543132068,9.911727454324595,207.0,,20.87541083743483,,24.779318635811485,,,9.911727454324595,
GO,GO,0.5,50.0,0.7483924543132068,12.38965931790574,207.0,,20.87541083743483,,24.77931863581148,,,12.38965931790574,
GO,GO,0.6,50.0,0.7483924543132068,14.86759118148689,207.0,,20.87541083743483,,24.779318635811485,,,14.86759118148689,
GO,GO,0.7,50.0,0.7483924543132068,17.34552304506804,207.0,,20.87541083743483,,24.77931863581149,,,17.34552304506804,
GO,GO,0.8,50.0,0.7483924543132068,19.82345490864919,207.0,,20.87541083743483,,24.779318635811485,,,19.82345490864919,
GO,GO,0.9,50.0,0.7483924543132068,22.30138677223034,207.0,,20.87541083743483,,24.77931863581149,,,22.30138677223034,
GO,GO,1.0,50.0,0.7483924543132068,24.77931863581149,207.0,,20.87541083743483,,24.77931863581149,,,24.77931863581149,
GO,GO,0.1,50.0,0.5875424941518054,1.527246453184679,207.0,,31.07123666297637,,15.27246453184679,,,1.527246453184679,
GO,GO,0.2,50.0,0.5875424941518054,3.054492906369358,207.0,,31.07123666297637,,15.27246453184679,,,3.054492906369358,
GO,GO,0.3,50.0,0.5875424941518054,4.581739359554036,207.0,,31.07123666297637,,15.272464531846788,,,4.581739359554036,
GO,GO,0.4,50.0,0.5875424941518054,6.108985812738716,207.0,,31.07123666297637,,15.27246453184679,,,6.108985812738716,
GO,GO,0.5,50.0,0.5875424941518054,7.636232265923394,207.0,,31.07123666297637,,15.272464531846788,,,7.636232265923394,
GO,GO,0.6,50.0,0.5875424941518054,9.163478719108072,207.0,,31.07123666297637,,15.272464531846788,,,9.163478719108072,
GO,GO,0.7,50.0,0.5875424941518054,10.69072517229275,207.0,,31.07123666297637,,15.272464531846786,,,10.69072517229275,
GO,GO,0.8,50.0,0.5875424941518054,12.21797162547743,207.0,,31.07123666297637,,15.272464531846786,,,12.21797162547743,
GO,GO,0.9,50.0,0.5875424941518054,13.74521807866211,207.0,,31.07123666297637,,15.272464531846788,,,13.74521807866211,
GO,GO,1.0,50.0,0.5875424941518054,15.27246453184679,207.0,,31.07123666297637,,15.27246453184679,,,15.27246453184679,
GO,GO,0.1,50.0,1.018395184895758,4.588420745434584,207.0,,36.82824384460777,,45.884207454345834,,,4.588420745434584,
GO,GO,0.2,50.0,1.018395184895758,9.176841490869167,207.0,,36.82824384460777,,45.884207454345834,,,9.176841490869167,
GO,GO,0.3,50.0,1.018395184895758,13.76526223630375,207.0,,36.82824384460777,,45.884207454345834,,,13.76526223630375,
GO,GO,0.4,50.0,1.018395184895758,18.35368298173833,207.0,,36.82824384460777,,45.88420745434583,,,18.35368298173833,
GO,GO,0.5,50.0,1.018395184895758,22.94210372717292,207.0,,36.82824384460777,,45.88420745434584,,,22.94210372717292,
GO,GO,0.6,50.0,1.018395184895758,27.5305244726075,207.0,,36.82824384460777,,45.884207454345834,,,27.5305244726075,
GO,GO,0.7,50.0,1.018395184895758,32.11894521804209,207.0,,36.82824384460777,,45.88420745434585,,,32.11894521804209,
GO,GO,0.8,50.0,1.018395184895758,36.70736596347667,207.0,,36.82824384460777,,45.884207454345834,,,36.70736596347667,
GO,GO,0.9,50.0,1.018395184895758,41.29578670891126,207.0,,36.82824384460777,,45.88420745434584,,,41.29578670891126,
GO,GO,1.0,50.0,1.018395184895758,45.88420745434583,207.0,,36.82824384460777,,45.88420745434583,,,45.88420745434583,
GO,GO,0.1,60.67528204687924,1.154844739902693,4.862235185863698,207.0,,22.37625906893272,,48.622351858636975,,,4.862235185863698,
GO,GO,0.2,60.67528204687924,1.154844739902693,9.724470371727396,207.0,,22.37625906893272,,48.622351858636975,,,9.724470371727396,
GO,GO,0.3,60.67528204687924,1.154844739902693,14.5867055575911,207.0,,22.37625906893272,,48.622351858637,,,14.5867055575911,
GO,GO,0.4,60.67528204687924,1.154844739902693,19.44894074345479,207.0,,22.37625906893272,,48.622351858636975,,,19.44894074345479,
GO,GO,0.5,60.67528204687924,1.154844739902693,24.31117592931849,207.0,,22.37625906893272,,48.62235185863698,,,24.31117592931849,
GO,GO,0.6,60.67528204687924,1.154844739902693,29.17341111518219,207.0,,22.37625906893272,,48.62235185863699,,,29.17341111518219,
GO,GO,0.7,60.67528204687924,1.154844739902693,34.03564630104589,207.0,,22.37625906893272,,48.62235185863698,,,34.03564630104589,
GO,GO,0.8,60.67528204687924,1.154844739902693,38.89788148690958,207.0,,22.37625906893272,,48.622351858636975,,,38.89788148690958,
GO,GO,0.9,60.67528204687924,1.154844739902693,43.76011667277329,207.0,,22.37625906893272,,48.62235185863699,,,43.76011667277329,
GO,GO,1.0,60.67528204687924,1.154844739902693,48.62235185863698,207.0,,22.37625906893272,,48.62235185863698,,,48.62235185863698,
GO,GO,0.1,61.10922589709866,1.091123455094963,4.309645674990636,207.0,,23.74503211288849,,43.09645674990636,,,4.309645674990636,
GO,GO,0.2,61.10922589709866,1.091123455094963,8.619291349981273,207.0,,23.74503211288849,,43.09645674990636,,,8.619291349981273,
GO,GO,0.3,61.10922589709866,1.091123455094963,12.92893702497191,207.0,,23.74503211288849,,43.096456749906366,,,12.92893702497191,
GO,GO,0.4,61.10922589709866,1.091123455094963,17.23858269996255,207.0,,23.74503211288849,,43.09645674990637,,,17.23858269996255,
GO,GO,0.5,61.10922589709866,1.091123455094963,21.54822837495318,207.0,,23.74503211288849,,43.09645674990636,,,21.54822837495318,
GO,GO,0.6,61.10922589709866,1.091123455094963,25.85787404994382,207.0,,23.74503211288849,,43.096456749906366,,,25.85787404994382,
GO,GO,0.7,61.10922589709866,1.091123455094963,30.16751972493445,207.0,,23.74503211288849,,43.09645674990636,,,30.16751972493445,
GO,GO,0.8,61.10922589709866,1.091123455094963,34.47716539992509,207.0,,23.74503211288849,,43.09645674990636,,,34.47716539992509,
GO,GO,0.9,61.10922589709866,1.091123455094963,38.78681107491573,207.0,,23.74503211288849,,43.096456749906366,,,38.78681107491573,
GO,GO,1.0,61.10922589709866,1.091123455094963,43.09645674990637,207.0,,23.74503211288849,,43.09645674990637,,,43.09645674990637,
GO,GO,0.1,53.99361310081195,2.075139603669134,17.64220288299333,207.0,,28.04153125103362,,176.4220288299333,,,17.64220288299333,
GO,GO,0.2,53.99361310081195,2.075139603669134,35.28440576598667,207.0,,28.04153125103362,,176.42202882993334,,,35.28440576598667,
GO,GO,0.3,53.99361310081195,2.075139603669134,52.92660864898001,207.0,,28.04153125103362,,176.42202882993337,,,52.92660864898001,
GO,GO,0.4,53.99361310081195,2.075139603669134,70.56881153197334,207.0,,28.04153125103362,,176.42202882993334,,,70.56881153197334,
GO,GO,0.5,53.99361310081195,2.075139603669134,88.21101441496668,207.0,,28.04153125103362,,176.42202882993337,,,88.21101441496668,
GO,GO,0.6,53.99361310081195,2.075139603669134,105.85321729796,207.0,,28.04153125103362,,176.42202882993334,,,105.85321729796,
GO,GO,0.7,53.99361310081195,2.075139603669134,123.4954201809533,207.0,,28.04153125103362,,176.4220288299333,,,123.4954201809533,
GO,GO,0.8,53.99361310081195,2.075139603669134,141.1376230639467,207.0,,28.04153125103362,,176.42202882993337,,,141.1376230639467,
GO,GO,0.9,53.99361310081195,2.075139603669134,158.77982594694,207.0,,28.04153125103362,,176.42202882993334,,,158.77982594694,
GO,GO,1.0,53.99361310081195,2.075139603669134,176.4220288299334,207.0,,28.04153125103362,,176.4220288299334,,,176.4220288299334,
GO,GO,0.1,78.52278184508938,1.879658677554121,9.953203312338514,207.0,,29.43251387631033,,99.53203312338513,,,9.953203312338514,
GO,GO,0.2,78.52278184508938,1.879658677554121,19.90640662467703,207.0,,29.43251387631033,,99.53203312338513,,,19.90640662467703,
GO,GO,0.3,78.52278184508938,1.879658677554121,29.85960993701555,207.0,,29.43251387631033,,99.53203312338516,,,29.85960993701555,
GO,GO,0.4,78.52278184508938,1.879658677554121,39.81281324935406,207.0,,29.43251387631033,,99.53203312338513,,,39.81281324935406,
GO,GO,0.5,78.52278184508938,1.879658677554121,49.76601656169257,207.0,,29.43251387631033,,99.53203312338513,,,49.76601656169257,
GO,GO,0.6,78.52278184508938,1.879658677554121,59.7192198740311,207.0,,29.43251387631033,,99.53203312338516,,,59.7192198740311,
GO,GO,0.7,78.52278184508938,1.879658677554121,69.67242318636961,207.0,,29.43251387631033,,99.53203312338516,,,69.67242318636961,
GO,GO,0.8,78.52278184508938,1.879658677554121,79.62562649870812,207.0,,29.43251387631033,,99.53203312338513,,,79.62562649870812,
GO,GO,0.9,78.52278184508938,1.879658677554121,89.57882981104663,207.0,,29.43251387631033,,99.53203312338515,,,89.57882981104663,
GO,GO,1.0,78.52278184508938,1.879658677554121,99.53203312338515,207.0,,29.43251387631033,,99.53203312338515,,,99.53203312338515,
GO,GO,0.1,68.22544912103189,1.78845781420882,10.37078336347907,207.0,,23.39578175014489,,103.7078336347907,,,10.37078336347907,
GO,GO,0.2,68.22544912103189,1.78845781420882,20.74156672695813,207.0,,23.39578175014489,,103.70783363479065,,,20.74156672695813,
GO,GO,0.3,68.22544912103189,1.78845781420882,31.1123500904372,207.0,,23.39578175014489,,103.70783363479067,,,31.1123500904372,
GO,GO,0.4,68.22544912103189,1.78845781420882,41.48313345391627,207.0,,23.39578175014489,,103.70783363479066,,,41.48313345391627,
GO,GO,0.5,68.22544912103189,1.78845781420882,51.85391681739533,207.0,,23.39578175014489,,103.70783363479066,,,51.85391681739533,
GO,GO,0.6,68.22544912103189,1.78845781420882,62.22470018087439,207.0,,23.39578175014489,,103.70783363479066,,,62.22470018087439,
GO,GO,0.7,68.22544912103189,1.78845781420882,72.59548354435347,207.0,,23.39578175014489,,103.70783363479067,,,72.59548354435347,
GO,GO,0.8,68.22544912103189,1.78845781420882,82.96626690783253,207.0,,23.39578175014489,,103.70783363479066,,,82.96626690783253,
GO,GO,0.9,68.22544912103189,1.78845781420882,93.33705027131158,207.0,,23.39578175014489,,103.70783363479065,,,93.33705027131158,
GO,GO,1.0,68.22544912103189,1.78845781420882,103.7078336347907,207.0,,23.39578175014489,,103.7078336347907,,,103.7078336347907,
GO,GO,0.1,80.40329876120225,0.3417727190009511,0.3213671521795519,207.0,,22.85906975550785,,3.213671521795519,,,0.3213671521795519,
GO,GO,0.2,80.40329876120225,0.3417727190009511,0.6427343043591037,207.0,,22.85906975550785,,3.2136715217955185,,,0.6427343043591037,
GO,GO,0.3,80.40329876120225,0.3417727190009511,0.9641014565386556,207.0,,22.85906975550785,,3.213671521795519,,,0.9641014565386556,
GO,GO,0.4,80.40329876120225,0.3417727190009511,1.285468608718207,207.0,,22.85906975550785,,3.213671521795517,,,1.285468608718207,
GO,GO,0.5,80.40329876120225,0.3417727190009511,1.606835760897759,207.0,,22.85906975550785,,3.213671521795518,,,1.606835760897759,
GO,GO,0.6,80.40329876120225,0.3417727190009511,1.928202913077311,207.0,,22.85906975550785,,3.2136715217955185,,,1.928202913077311,
GO,GO,0.7,80.40329876120225,0.3417727190009511,2.249570065256863,207.0,,22.85906975550785,,3.2136715217955185,,,2.249570065256863,
GO,GO,0.8,80.40329876120225,0.3417727190009511,2.570937217436415,207.0,,22.85906975550785,,3.2136715217955185,,,2.570937217436415,
GO,GO,0.9,80.40329876120225,0.3417727190009511,2.892304369615966,207.0,,22.85906975550785,,3.2136715217955176,,,2.892304369615966,
GO,GO,1.0,80.40329876120225,0.3417727190009511,3.213671521795518,207.0,,22.85906975550785,,3.213671521795518,,,3.213671521795518,
GO,GO,0.1,107.3846657999541,0.3393722471738247,0.2372525794940324,207.0,,30.35684140594985,,2.372525794940324,,,0.2372525794940324,
GO,GO,0.2,107.3846657999541,0.3393722471738247,0.4745051589880647,207.0,,30.35684140594985,,2.3725257949403233,,,0.4745051589880647,
GO,GO,0.3,107.3846657999541,0.3393722471738247,0.7117577384820971,207.0,,30.35684140594985,,2.372525794940324,,,0.7117577384820971,
GO,GO,0.4,107.3846657999541,0.3393722471738247,0.9490103179761294,207.0,,30.35684140594985,,2.3725257949403233,,,0.9490103179761294,
GO,GO,0.5,107.3846657999541,0.3393722471738247,1.186262897470162,207.0,,30.35684140594985,,2.372525794940324,,,1.186262897470162,
GO,GO,0.6,107.3846657999541,0.3393722471738247,1.423515476964194,207.0,,30.35684140594985,,2.3725257949403233,,,1.423515476964194,
GO,GO,0.7,107.3846657999541,0.3393722471738247,1.660768056458227,207.0,,30.35684140594985,,2.3725257949403242,,,1.660768056458227,
GO,GO,0.8,107.3846657999541,0.3393722471738247,1.898020635952259,207.0,,30.35684140594985,,2.3725257949403233,,,1.898020635952259,
GO,GO,0.9,107.3846657999541,0.3393722471738247,2.135273215446292,207.0,,30.35684140594985,,2.3725257949403247,,,2.135273215446292,
GO,GO,1.0,107.3846657999541,0.3393722471738247,2.372525794940324,207.0,,30.35684140594985,,2.372525794940324,,,2.372525794940324,
GO,GO,0.1,96.98896304410711,0.2768703435223519,0.1748361069229321,207.0,,22.10739004816286,,1.748361069229321,,,0.1748361069229321,
GO,GO,0.2,96.98896304410711,0.2768703435223519,0.3496722138458643,207.0,,22.10739004816286,,1.7483610692293212,,,0.3496722138458643,
GO,GO,0.3,96.98896304410711,0.2768703435223519,0.5245083207687964,207.0,,22.10739004816286,,1.7483610692293214,,,0.5245083207687964,
GO,GO,0.4,96.98896304410711,0.2768703435223519,0.6993444276917286,207.0,,22.10739004816286,,1.7483610692293212,,,0.6993444276917286,
GO,GO,0.5,96.98896304410711,0.2768703435223519,0.8741805346146606,207.0,,22.10739004816286,,1.7483610692293212,,,0.8741805346146606,
GO,GO,0.6,96.98896304410711,0.2768703435223519,1.049016641537593,207.0,,22.10739004816286,,1.7483610692293217,,,1.049016641537593,
GO,GO,0.7,96.98896304410711,0.2768703435223519,1.223852748460525,207.0,,22.10739004816286,,1.7483610692293217,,,1.223852748460525,
GO,GO,0.8,96.98896304410711,0.2768703435223519,1.398688855383457,207.0,,22.10739004816286,,1.7483610692293212,,,1.398688855383457,
GO,GO,0.9,96.98896304410711,0.2768703435223519,1.573524962306389,207.0,,22.10739004816286,,1.748361069229321,,,1.573524962306389,
GO,GO,1.0,96.98896304410711,0.2768703435223519,1.748361069229321,207.0,,22.10739004816286,,1.748361069229321,,,1.748361069229321,
GO,GO,0.1,95.39361229040213,0.5560311583210582,0.7169345787550219,207.0,,34.78561113109458,,7.169345787550219,,,0.7169345787550219,
GO,GO,0.2,95.39361229040213,0.5560311583210582,1.433869157510044,207.0,,34.78561113109458,,7.16934578755022,,,1.433869157510044,
GO,GO,0.3,95.39361229040213,0.5560311583210582,2.150803736265066,207.0,,34.78561113109458,,7.1693457875502205,,,2.150803736265066,
GO,GO,0.4,95.39361229040213,0.5560311583210582,2.867738315020087,207.0,,34.78561113109458,,7.169345787550217,,,2.867738315020087,
GO,GO,0.5,95.39361229040213,0.5560311583210582,3.584672893775109,207.0,,34.78561113109458,,7.169345787550218,,,3.584672893775109,
GO,GO,0.6,95.39361229040213,0.5560311583210582,4.301607472530131,207.0,,34.78561113109458,,7.169345787550219,,,4.301607472530131,
GO,GO,0.7,95.39361229040213,0.5560311583210582,5.018542051285153,207.0,,34.78561113109458,,7.16934578755022,,,5.018542051285153,
GO,GO,0.8,95.39361229040213,0.5560311583210582,5.735476630040175,207.0,,34.78561113109458,,7.169345787550219,,,5.735476630040175,
GO,GO,0.9,95.39361229040213,0.5560311583210582,6.452411208795196,207.0,,34.78561113109458,,7.169345787550218,,,6.452411208795196,
GO,GO,1.0,95.39361229040213,0.5560311583210582,7.169345787550218,207.0,,34.78561113109458,,7.169345787550218,,,7.169345787550218,
GO,GO,0.1,82.36959844637266,0.7687236579136922,1.586989705473441,207.0,,31.12041984697397,,15.869897054734409,,,1.586989705473441,
GO,GO,0.2,82.36959844637266,0.7687236579136922,3.173979410946881,207.0,,31.12041984697397,,15.869897054734405,,,3.173979410946881,
GO,GO,0.3,82.36959844637266,0.7687236579136922,4.760969116420322,207.0,,31.12041984697397,,15.869897054734405,,,4.760969116420322,
GO,GO,0.4,82.36959844637266,0.7687236579136922,6.347958821893762,207.0,,31.12041984697397,,15.869897054734405,,,6.347958821893762,
GO,GO,0.5,82.36959844637266,0.7687236579136922,7.934948527367203,207.0,,31.12041984697397,,15.869897054734405,,,7.934948527367203,
GO,GO,0.6,82.36959844637266,0.7687236579136922,9.521938232840643,207.0,,31.12041984697397,,15.869897054734405,,,9.521938232840643,
GO,GO,0.7,82.36959844637266,0.7687236579136922,11.10892793831408,207.0,,31.12041984697397,,15.869897054734402,,,11.10892793831408,
GO,GO,0.8,82.36959844637266,0.7687236579136922,12.69591764378752,207.0,,31.12041984697397,,15.8698970547344,,,12.69591764378752,
GO,GO,0.9,82.36959844637266,0.7687236579136922,14.28290734926096,207.0,,31.12041984697397,,15.869897054734398,,,14.28290734926096,
GO,GO,1.0,82.36959844637266,0.7687236579136922,15.86989705473441,207.0,,31.12041984697397,,15.86989705473441,,,15.86989705473441,
GO,GO,0.1,93.23077999694041,0.6229835439167366,0.9208616709499982,207.0,,32.55838144420434,,9.208616709499982,,,0.9208616709499982,
GO,GO,0.2,93.23077999694041,0.6229835439167366,1.841723341899996,207.0,,32.55838144420434,,9.20861670949998,,,1.841723341899996,
GO,GO,0.3,93.23077999694041,0.6229835439167366,2.762585012849994,207.0,,32.55838144420434,,9.20861670949998,,,2.762585012849994,
GO,GO,0.4,93.23077999694041,0.6229835439167366,3.683446683799993,207.0,,32.55838144420434,,9.208616709499982,,,3.683446683799993,
GO,GO,0.5,93.23077999694041,0.6229835439167366,4.60430835474999,207.0,,32.55838144420434,,9.20861670949998,,,4.60430835474999,
GO,GO,0.6,93.23077999694041,0.6229835439167366,5.525170025699988,207.0,,32.55838144420434,,9.20861670949998,,,5.525170025699988,
GO,GO,0.7,93.23077999694041,0.6229835439167366,6.446031696649986,207.0,,32.55838144420434,,9.208616709499982,,,6.446031696649986,
GO,GO,0.8,93.23077999694041,0.6229835439167366,7.366893367599985,207.0,,32.55838144420434,,9.208616709499982,,,7.366893367599985,
GO,GO,0.9,93.23077999694041,0.6229835439167366,8.287755038549983,207.0,,32.55838144420434,,9.208616709499982,,,8.287755038549983,
GO,GO,1.0,93.23077999694041,0.6229835439167366,9.20861670949998,207.0,,32.55838144420434,,9.20861670949998,,,9.20861670949998,
GO,GO,0.1,109.312801191162,1.40619990449919,4.001507813541662,207.0,,25.30391238388681,,40.015078135416616,,,4.001507813541662,
GO,GO,0.2,109.312801191162,1.40619990449919,8.003015627083323,207.0,,25.30391238388681,,40.015078135416616,,,8.003015627083323,
GO,GO,0.3,109.312801191162,1.40619990449919,12.00452344062498,207.0,,25.30391238388681,,40.0150781354166,,,12.00452344062498,
GO,GO,0.4,109.312801191162,1.40619990449919,16.00603125416665,207.0,,25.30391238388681,,40.01507813541662,,,16.00603125416665,
GO,GO,0.5,109.312801191162,1.40619990449919,20.0075390677083,207.0,,25.30391238388681,,40.0150781354166,,,20.0075390677083,
GO,GO,0.6,109.312801191162,1.40619990449919,24.00904688124997,207.0,,25.30391238388681,,40.015078135416616,,,24.00904688124997,
GO,GO,0.7,109.312801191162,1.40619990449919,28.01055469479163,207.0,,25.30391238388681,,40.015078135416616,,,28.01055469479163,
GO,GO,0.8,109.312801191162,1.40619990449919,32.01206250833329,207.0,,25.30391238388681,,40.01507813541661,,,32.01206250833329,
GO,GO,0.9,109.312801191162,1.40619990449919,36.01357032187495,207.0,,25.30391238388681,,40.01507813541661,,,36.01357032187495,
GO,GO,1.0,109.312801191162,1.40619990449919,40.01507813541661,207.0,,25.30391238388681,,40.01507813541661,,,40.01507813541661,
GO,GO,0.1,103.3126343140356,1.138157524829757,2.773651401064954,207.0,,34.3777256356118,,27.736514010649536,,,2.773651401064954,
GO,GO,0.2,103.3126343140356,1.138157524829757,5.547302802129908,207.0,,34.3777256356118,,27.736514010649536,,,5.547302802129908,
GO,GO,0.3,103.3126343140356,1.138157524829757,8.32095420319486,207.0,,34.3777256356118,,27.736514010649536,,,8.32095420319486,
GO,GO,0.4,103.3126343140356,1.138157524829757,11.09460560425982,207.0,,34.3777256356118,,27.73651401064955,,,11.09460560425982,
GO,GO,0.5,103.3126343140356,1.138157524829757,13.86825700532477,207.0,,34.3777256356118,,27.73651401064954,,,13.86825700532477,
GO,GO,0.6,103.3126343140356,1.138157524829757,16.64190840638972,207.0,,34.3777256356118,,27.736514010649536,,,16.64190840638972,
GO,GO,0.7,103.3126343140356,1.138157524829757,19.41555980745467,207.0,,34.3777256356118,,27.73651401064953,,,19.41555980745467,
GO,GO,0.8,103.3126343140356,1.138157524829757,22.18921120851963,207.0,,34.3777256356118,,27.736514010649536,,,22.18921120851963,
GO,GO,0.9,103.3126343140356,1.138157524829757,24.96286260958458,207.0,,34.3777256356118,,27.736514010649532,,,24.96286260958458,
GO,GO,1.0,103.3126343140356,1.138157524829757,27.73651401064953,207.0,,34.3777256356118,,27.73651401064953,,,27.73651401064953,
GO,GO,0.1,98.14341023336183,1.104165152430942,2.747941565168064,207.0,,23.96832512996986,,27.479415651680636,,,2.747941565168064,
GO,GO,0.2,98.14341023336183,1.104165152430942,5.495883130336129,207.0,,23.96832512996986,,27.479415651680643,,,5.495883130336129,
GO,GO,0.3,98.14341023336183,1.104165152430942,8.243824695504193,207.0,,23.96832512996986,,27.479415651680643,,,8.243824695504193,
GO,GO,0.4,98.14341023336183,1.104165152430942,10.99176626067226,207.0,,23.96832512996986,,27.47941565168065,,,10.99176626067226,
GO,GO,0.5,98.14341023336183,1.104165152430942,13.73970782584032,207.0,,23.96832512996986,,27.47941565168064,,,13.73970782584032,
