time_min,Pb2+_conc_mg_L,Pb2+_adsorbed_mg_g,Pb2+_saturation_pct,E_coli_cfu_ml,E_coli_log_reduction
0.0,50.0,0.0,0.0,10000.0,0.0
1.0,0.0,987.3,100.0,8576.958985908941,0.06666666666666667
2.0,0.0,987.3,100.0,7356.422544596414,0.13333333333333333
3.0,0.0,987.3,100.0,6309.573444801932,0.2
4.0,0.0,987.3,100.0,5411.695265464637,0.26666666666666666
5.0,0.0,987.3,100.0,4641.588833612779,0.3333333333333333
6.0,0.0,987.3,100.0,3981.0717055349724,0.4
7.0,0.0,987.3,100.0,3414.5488738336016,0.4666666666666667
8.0,0.0,987.3,100.0,2928.644564625237,0.5333333333333333
9.0,0.0,987.3,100.0,2511.8864315095802,0.6
10.0,0.0,987.3,100.0,2154.4346900318837,0.6666666666666666
11.0,0.0,987.3,100.0,1847.8497974222912,0.7333333333333333
12.0,0.0,987.3,100.0,1584.8931924611134,0.8
13.0,0.0,987.3,100.0,1359.3563908785256,0.8666666666666667
14.0,0.0,987.3,100.0,1165.9144011798317,0.9333333333333333
15.0,0.0,987.3,100.0,1000.0,1.0
16.0,0.0,987.3,100.0,857.6958985908942,1.0666666666666667
17.0,0.0,987.3,100.0,735.6422544596414,1.1333333333333333
18.0,0.0,987.3,100.0,630.9573444801933,1.2
19.0,0.0,987.3,100.0,541.1695265464638,1.2666666666666666
20.0,0.0,987.3,100.0,464.158883361278,1.3333333333333333
21.0,0.0,987.3,100.0,398.1071705534973,1.4
22.0,0.0,987.3,100.0,341.45488738336024,1.4666666666666666
23.0,0.0,987.3,100.0,292.86445646252355,1.5333333333333334
24.0,0.0,987.3,100.0,251.18864315095794,1.6
25.0,0.0,987.3,100.0,215.4434690031883,1.6666666666666667
26.0,0.0,987.3,100.0,184.78497974222907,1.7333333333333334
27.0,0.0,987.3,100.0,158.48931924611134,1.8
28.0,0.0,987.3,100.0,135.93563908785254,1.8666666666666667
29.0,0.0,987.3,100.0,116.59144011798318,1.9333333333333333
30.0,0.0,987.3,100.0,100.0,2.0
31.0,0.0,987.3,100.0,85.76958985908938,2.066666666666667
32.0,0.0,987.3,100.0,73.56422544596413,2.1333333333333333
33.0,0.0,987.3,100.0,63.09573444801929,2.2
34.0,0.0,987.3,100.0,54.116952654646376,2.2666666666666666
35.0,0.0,987.3,100.0,46.41588833612777,2.3333333333333335
36.0,0.0,987.3,100.0,39.810717055349734,2.4
37.0,0.0,987.3,100.0,34.145488738336006,2.466666666666667
38.0,0.0,987.3,100.0,29.286445646252375,2.533333333333333
39.0,0.0,987.3,100.0,25.118864315095795,2.6
40.0,0.0,987.3,100.0,21.544346900318846,2.6666666666666665
41.0,0.0,987.3,100.0,18.478497974222908,2.7333333333333334
42.0,0.0,987.3,100.0,15.848931924611142,2.8
43.0,0.0,987.3,100.0,13.593563908785256,2.8666666666666667
44.0,0.0,987.3,100.0,11.659144011798322,2.933333333333333
45.0,0.0,987.3,100.0,10.0,3.0
46.0,0.0,987.3,100.0,8.576958985908936,3.066666666666667
47.0,0.0,987.3,100.0,7.356422544596414,3.1333333333333333
48.0,0.0,987.3,100.0,6.309573444801931,3.2
49.0,0.0,987.3,100.0,5.411695265464637,3.2666666666666666
50.0,0.0,987.3,100.0,4.641588833612777,3.3333333333333335
51.0,0.0,987.3,100.0,3.981071705534973,3.4
52.0,0.0,987.3,100.0,3.414548873833601,3.466666666666667
53.0,0.0,987.3,100.0,2.9286445646252375,3.533333333333333
54.0,0.0,987.3,100.0,2.5118864315095797,3.6
55.0,0.0,987.3,100.0,2.1544346900318843,3.6666666666666665
56.0,0.0,987.3,100.0,1.8478497974222907,3.7333333333333334
57.0,0.0,987.3,100.0,1.584893192461114,3.8
58.0,0.0,987.3,100.0,1.3593563908785256,3.8666666666666667
59.0,0.0,987.3,100.0,1.1659144011798321,3.933333333333333
60.0,0.0,987.3,100.0,1.0,4.0
